epoch,val_error1,val_error5,val_loss,train_error1,train_error5,train_loss
42,1.0,1.0,0.000712694692887485,1.0,1.0,0.000496664724778384
43,1.0,1.0,0.0007114949005955905,1.0,1.0,0.0014935433864593506
44,1.0,1.0,0.0007135696393429176,1.0,1.0,0.0009420114220120013
45,1.0,1.0,0.0007125700392167256,1.0,1.0,0.000986807281151414
46,1.0,1.0,0.0007118372809351033,1.0,1.0,0.0009751960169523954
47,1.0,1.0,0.0007116635403254848,1.0,1.0,0.0004184865683782846
48,1.0,1.0,0.0007142370927321959,1.0,1.0,0.0004890395211987197
49,1.0,1.0,0.0007119963926280167,1.0,1.0,0.000456235051387921
50,1.0,1.0,0.0007118058705740705,1.0,1.0,0.0007464791415259242
51,1.0,1.0,0.0007121225764806293,1.0,1.0,0.0006403382867574692
52,1.0,1.0,0.0007129219773674318,1.0,1.0,0.0006395346717908978
53,1.0,1.0,0.0007117012580575583,1.0,1.0,0.0003990393888670951
54,1.0,1.0,0.0007119303062897341,1.0,1.0,0.0007581514655612409
55,1.0,1.0,0.0007123811532418903,1.0,1.0,0.0005562907317653298
56,1.0,1.0,0.0007116534607605143,1.0,1.0,0.0007692960207350552
57,1.0,1.0,0.0007133270904818117,1.0,1.0,0.0008505070582032204
58,1.0,1.0,0.0007115882587371501,1.0,1.0,0.0005197659484110773
59,1.0,1.0,0.0007120918103105761,1.0,1.0,0.0011703085619956255
60,1.0,1.0,0.0007121376024600381,1.0,1.0,0.00035209808265790343
61,1.0,1.0,0.0007122989158727512,1.0,1.0,0.0009785691509023309
62,1.0,1.0,0.0007112797722585663,1.0,1.0,0.0009154772851616144
63,1.0,1.0,0.0007117514880788324,1.0,1.0,0.0014552908251062036
64,1.0,1.0,0.0007113554753323187,1.0,1.0,0.001303827273659408
65,1.0,1.0,0.0007112384504828908,1.0,1.0,0.0005751501303166151
66,1.0,1.0,0.0007140247148805245,1.0,1.0,0.0012996779987588525
67,1.0,1.0,0.0007118718924863202,1.0,1.0,0.0013291763607412577
68,1.0,1.0,0.0007126405818507702,1.0,1.0,0.0006046451744623482
69,1.0,1.0,0.0007119237322915446,1.0,1.0,0.0004795273707713932
70,1.0,1.0,0.0007113856711343331,1.0,1.0,0.00036417946103028953
71,1.0,1.0,0.0007118970843019427,1.0,1.0,0.0010598449734970927
72,1.0,1.0,0.0007120612408052072,1.0,1.0,0.0012286491692066193
73,1.0,1.0,0.0007134133988966044,1.0,1.0,0.0009486222406849265
74,1.0,1.0,0.0007123181607055117,1.0,1.0,0.0019047994865104556
75,1.0,1.0,0.0007117078720475084,1.0,1.0,0.00039978374843485653
76,1.0,1.0,0.0007126729841808425,1.0,1.0,0.000188570556929335
77,1.0,1.0,0.0007115259558274769,1.0,1.0,0.00048042411799542606
78,1.0,1.0,0.0007110627317836994,1.0,1.0,0.00036212176200933754
79,1.0,1.0,0.0007117770352200927,1.0,1.0,0.0006400416023097932
80,1.0,1.0,0.0007116145592260916,1.0,1.0,0.0008262138580903411
81,1.0,1.0,0.0007112483723462478,1.0,1.0,0.0016825549537315965
82,1.0,1.0,0.0007111915992105948,1.0,1.0,0.0010406897636130452
83,1.0,1.0,0.0007112337218386153,1.0,1.0,0.0010460031917318702
84,1.0,1.0,0.000711715492951396,1.0,1.0,0.000677805277518928
85,1.0,1.0,0.0007124801823769299,1.0,1.0,0.0006662367377430201
86,1.0,1.0,0.0007129433642675423,1.0,1.0,0.0020334103610366583
87,1.0,1.0,0.0007148477366118121,1.0,1.0,0.0011869537411257625
88,1.0,1.0,0.0007114263580234705,1.0,1.0,0.0006585505907423794
89,1.0,1.0,0.0007116701719534197,1.0,1.0,0.0006147531094029546
90,1.0,1.0,0.00071122036260252,1.0,1.0,0.0002907304442487657
91,1.0,1.0,0.0007115215946450671,1.0,1.0,0.0011595443356782198
92,1.0,1.0,0.0007130133624588428,1.0,1.0,0.0007526361150667071
93,1.0,1.0,0.0007118454529739978,1.0,1.0,0.0012257886119186878
94,1.0,1.0,0.000712373363598201,1.0,1.0,0.0012830208288505673
95,1.0,1.0,0.0007120780300051625,1.0,1.0,0.0007118023931980133
96,1.0,1.0,0.0007119068420372646,1.0,1.0,0.0003347587480675429
97,1.0,1.0,0.0007141567900742835,1.0,1.0,0.0010571775492280722
98,1.0,1.0,0.0007123222798221864,1.0,1.0,0.0009059886215254664
99,1.0,1.0,0.0007122107217886512,1.0,1.0,0.0015287450514733791
100,1.0,1.0,0.0007116560984367388,1.0,1.0,0.0005391233717091382
101,1.0,1.0,0.0007123740267332546,1.0,1.0,0.0011253241682425141
102,1.0,1.0,0.000711407529289954,1.0,1.0,0.0003138975298497826
103,1.0,1.0,0.0007117390676088649,1.0,1.0,0.0012140806065872312
104,1.0,1.0,0.0007123538101816179,1.0,1.0,0.0013219660613685846
105,1.0,1.0,0.0007117520298862813,1.0,1.0,0.0006731929606758058
106,1.0,1.0,0.0007121020701043109,1.0,1.0,0.0010069460840895772
107,1.0,1.0,0.0007114912006064378,1.0,1.0,0.0007869565160945058
108,1.0,1.0,0.000710545563478096,1.0,1.0,0.0008211556705646217
109,1.0,1.0,0.000712700157276132,1.0,1.0,0.0019937558099627495
110,1.0,1.0,0.0007108693456493069,1.0,1.0,0.0007204501307569444
111,1.0,1.0,0.0007118877524557554,1.0,1.0,0.0006657548365183175
112,1.0,1.0,0.0007115642954314289,1.0,1.0,0.0005456473445519805
113,1.0,1.0,0.000711684392029501,1.0,1.0,0.00019049238471779972
114,1.0,1.0,0.0007107817622024057,1.0,1.0,0.0005431409808807075
115,1.0,1.0,0.0007112925149742817,1.0,1.0,0.0006730611203238368
116,1.0,1.0,0.0007127121622247712,1.0,1.0,0.0007553219911642373
117,1.0,1.0,0.0007112947407816045,1.0,1.0,0.00022494672157336026
118,1.0,1.0,0.0007118838344190404,1.0,1.0,0.0004633927601389587
119,1.0,1.0,0.0007108959259071985,1.0,1.0,0.0002764541713986546
120,1.0,1.0,0.0007122532469580154,1.0,1.0,0.001310051535256207
121,1.0,1.0,0.0007119747304320232,1.0,1.0,0.0007640646072104573
122,1.0,1.0,0.0007112289804686379,1.0,1.0,0.0005297674215398729
123,1.0,1.0,0.00071148636130288,1.0,1.0,0.0009805688168853521
124,1.0,1.0,0.000711173106743059,1.0,1.0,0.0014580420684069395
125,1.0,1.0,0.0007115732943751043,1.0,1.0,0.0004505140532273799
126,1.0,1.0,0.0007120388473494672,1.0,1.0,0.0007318547577597201
127,1.0,1.0,0.0007119243686344301,1.0,1.0,0.000825389928650111
128,1.0,1.0,0.0007120202748868518,1.0,1.0,0.0008510199841111898
129,1.0,1.0,0.0007133908047885623,1.0,1.0,0.001168685033917427
130,1.0,1.0,0.000712523636291365,1.0,1.0,0.0008760078926570714
131,1.0,1.0,0.0007124342800305182,1.0,1.0,0.0006066685309633613
132,1.0,1.0,0.0007119208610102696,1.0,1.0,0.0010351293021813035
133,1.0,1.0,0.0007111682639488909,1.0,1.0,0.0008042425033636391
134,1.0,1.0,0.0007111996164143372,1.0,1.0,0.00037901807809248567
135,1.0,1.0,0.0007111473337639341,1.0,1.0,0.0012221572687849402
136,1.0,1.0,0.0007120605882575678,1.0,1.0,0.0006337685044854879
137,1.0,1.0,0.0007109342373319849,1.0,1.0,0.000392626243410632
138,1.0,1.0,0.0007111196748843354,1.0,1.0,0.0008879916276782751
139,1.0,1.0,0.0007119271739639751,1.0,1.0,0.0007025373633950949
140,1.0,1.0,0.0007112554904866654,1.0,1.0,0.0009303956758230925
141,1.0,1.0,0.000711667213279745,1.0,1.0,0.0006344598950818181
142,1.0,1.0,0.0007115899426792323,1.0,1.0,0.0005710640689358115
143,1.0,1.0,0.0007120265650128905,1.0,1.0,0.001281187403947115
144,1.0,1.0,0.0007130853675083554,1.0,1.0,0.001396058825775981
145,1.0,1.0,0.0007120085290062254,1.0,1.0,0.0004960170481353998
146,1.0,1.0,0.0007111614500348122,1.0,1.0,0.0004987920983694494
147,1.0,1.0,0.000711573100969864,1.0,1.0,0.001967775169759989
148,1.0,1.0,0.0007124328966970231,1.0,1.0,0.00042754661990329623
149,1.0,1.0,0.0007117572233827623,1.0,1.0,0.0006194421439431608
150,1.0,1.0,0.000711650282502022,1.0,1.0,0.0003905865305569023
151,1.0,1.0,0.0007120480750668187,1.0,1.0,0.0008383896783925593
152,1.0,1.0,0.0007110670113759825,1.0,1.0,0.0003559335309546441
153,1.0,1.0,0.0007119019891873648,1.0,1.0,0.00034409231739118695
154,1.0,1.0,0.0007109608763061032,1.0,1.0,0.001089472440071404
155,1.0,1.0,0.0007113715291924433,1.0,1.0,0.0006008503260090947
156,1.0,1.0,0.000711206974655577,1.0,1.0,0.00017485082207713276
157,1.0,1.0,0.0007118397954112767,1.0,1.0,0.00041329042869620025
158,1.0,1.0,0.0007121652957140576,1.0,1.0,0.0007672153296880424
159,1.0,1.0,0.0007112985233202239,1.0,1.0,0.0004994735354557633
160,1.0,1.0,0.0007122386932743652,1.0,1.0,0.00169811409432441
161,1.0,1.0,0.0007119911028970273,1.0,1.0,0.0004854389117099345
162,1.0,1.0,0.0007109658145488146,1.0,1.0,0.001486484194174409
163,1.0,1.0,0.0007112350816047115,1.0,1.0,0.00040278673986904323
164,1.0,1.0,0.000711711676200172,1.0,1.0,0.0006593538564629853
165,1.0,1.0,0.0007115323401075278,1.0,1.0,0.0009092726395465434
166,1.0,1.0,0.0007118022987897182,1.0,1.0,0.0010337294079363346
167,1.0,1.0,0.0007116279625224736,1.0,1.0,0.0013067956315353513
168,1.0,1.0,0.0007117991715033833,1.0,1.0,0.00179762311745435
169,1.0,1.0,0.0007116065016607226,1.0,1.0,0.0002779195783659816
170,1.0,1.0,0.0007115376717142829,1.0,1.0,0.0007507634581997991
171,1.0,1.0,0.0007114218380414075,1.0,1.0,0.0004715426766779274
172,1.0,1.0,0.000712798612714339,1.0,1.0,0.0003961779875680804
173,1.0,1.0,0.0007127842758646282,1.0,1.0,0.001384451985359192
174,1.0,1.0,0.000712115141168563,1.0,1.0,0.0002236080908915028
175,1.0,1.0,0.0007120706187112692,1.0,1.0,0.000955119205173105
176,1.0,1.0,0.0007113648922708014,1.0,1.0,0.0005044099525548518
177,1.0,1.0,0.0007114093351144399,1.0,1.0,0.0003184427914675325
178,1.0,1.0,0.0007127789538165975,1.0,1.0,0.0007831724942661822
179,1.0,1.0,0.0007108682992752912,1.0,1.0,0.0012323561822995543
180,1.0,1.0,0.000711334847790212,1.0,1.0,0.00045297210454009473
181,1.0,1.0,0.0007113094366671713,1.0,1.0,0.0014574144734069705
182,1.0,1.0,0.000711028904926307,1.0,1.0,0.0005704157520085573
183,1.0,1.0,0.000713017745567371,1.0,1.0,0.00038765990757383406
184,1.0,1.0,0.00071139884784156,1.0,1.0,0.0004649262991733849
185,1.0,1.0,0.0007110581871015231,1.0,1.0,0.001337300636805594
186,1.0,1.0,0.0007129339686541457,1.0,1.0,0.0013979715295135975
187,1.0,1.0,0.0007127171784398576,1.0,1.0,0.00029464595718309283
188,1.0,1.0,0.000711428245992882,1.0,1.0,0.0012543868506327271
189,1.0,1.0,0.0007130285302934188,1.0,1.0,0.0009838639525696635
190,1.0,1.0,0.0007114143496420127,1.0,1.0,0.00046204833779484034
191,1.0,1.0,0.0007105796957754503,1.0,1.0,0.0005654912674799562
192,1.0,1.0,0.000711254802894223,1.0,1.0,0.0003814725496340543
193,1.0,1.0,0.0007116074999521588,1.0,1.0,0.00038269758806563914
194,1.0,1.0,0.0007116152117968477,1.0,1.0,0.0001933258754434064
195,1.0,1.0,0.0007119782165692811,1.0,1.0,0.0007936945767141879
196,1.0,1.0,0.0007126192184255922,1.0,1.0,0.0004199491813778877
197,1.0,1.0,0.0007110346019028733,1.0,1.0,0.0011050390312448144
198,1.0,1.0,0.0007116969285102493,1.0,1.0,0.0010284256422892213
199,1.0,1.0,0.0007122795564508823,1.0,1.0,0.0006797894602641463
200,1.0,1.0,0.000712226024127308,1.0,1.0,0.0005207991343922913
201,1.0,1.0,0.0007128014528228456,1.0,1.0,0.001246255706064403
202,1.0,1.0,0.0007126926920164785,1.0,1.0,0.0005065781879238784
203,1.0,1.0,0.0007122502306661538,1.0,1.0,0.0004878613108303398
204,1.0,1.0,0.0007119300140031318,1.0,1.0,0.0003068458172492683
205,1.0,1.0,0.0007117428612665809,1.0,1.0,0.0005821658996865153
206,1.0,1.0,0.0007121984871763461,1.0,1.0,0.0012096238788217306
207,1.0,1.0,0.0007109768593137731,1.0,1.0,0.0006118695018813014
208,1.0,1.0,0.00071110061719221,1.0,1.0,0.0002666847431100905
209,1.0,1.0,0.0007108133024788691,1.0,1.0,0.0011792004806920886
210,1.0,1.0,0.0007113759091917856,1.0,1.0,0.000717964896466583
211,1.0,1.0,0.0007118110704160649,1.0,1.0,0.0018461588770151138
212,1.0,1.0,0.0007105520333358915,1.0,1.0,0.0009249403956346214
213,1.0,1.0,0.0007119815551646821,1.0,1.0,0.0006308759329840541
214,1.0,1.0,0.0007128326588097998,1.0,1.0,0.0007365889032371342
215,1.0,1.0,0.0007111338066780271,1.0,1.0,0.00016975744802039117
216,1.0,1.0,0.0007120051842964771,1.0,1.0,0.0010355475824326277
217,1.0,1.0,0.0007130914882126518,1.0,1.0,0.00039764586836099625
218,1.0,1.0,0.0007108167855994076,1.0,1.0,0.001315456349402666
219,1.0,1.0,0.0007125390033218958,1.0,1.0,0.0022584411781281233
220,1.0,1.0,0.0007122403458587461,1.0,1.0,0.0019250188488513231
221,1.0,1.0,0.0007118410579835244,1.0,1.0,0.0007768484647385776
222,1.0,1.0,0.0007111077397941361,1.0,1.0,0.00034944553044624627
223,1.0,1.0,0.000712115539652939,1.0,1.0,0.0007666015299037099
224,1.0,1.0,0.0007121559226509284,1.0,1.0,0.0006410412024706602
225,1.0,1.0,0.000710894000824046,1.0,1.0,0.0003890283405780792
226,1.0,1.0,0.0007116933257380616,1.0,1.0,0.0006090910756029189
227,1.0,1.0,0.0007130200762317033,1.0,1.0,0.0011910381726920605
228,1.0,1.0,0.0007127465426212997,1.0,1.0,0.0005005134735256433
229,1.0,1.0,0.0007118545100906593,1.0,1.0,0.0010177635122090578
230,1.0,1.0,0.0007119516360802233,1.0,1.0,0.0014410262228921056
231,1.0,1.0,0.0007141155408616929,1.0,1.0,0.0007869715336710215
232,1.0,1.0,0.000712063714850404,1.0,1.0,0.0006976896547712386
233,1.0,1.0,0.0007111797673823578,1.0,1.0,0.00043867615750059485
234,1.0,1.0,0.0007116977469890206,1.0,1.0,0.0013751895166933537
235,1.0,1.0,0.0007107974750807581,1.0,1.0,0.0018729240400716662
236,1.0,1.0,0.0007133136033183156,1.0,1.0,0.001485168468207121
237,1.0,1.0,0.0007111643396938039,1.0,1.0,0.0008141385042108595
238,1.0,1.0,0.0007117277800499975,1.0,1.0,0.001239581499248743
239,1.0,1.0,0.0007107583808577105,1.0,1.0,0.0004468024708330631
240,1.0,1.0,0.0007118233962350128,1.0,1.0,0.0009380982373841107
241,1.0,1.0,0.0007116867465386315,1.0,1.0,0.0004227169556543231
242,1.0,1.0,0.0007118979683047866,1.0,1.0,0.0003828780318144709
243,1.0,1.0,0.0007116086026267138,1.0,1.0,0.0009398558759130538
244,1.0,1.0,0.0007112884295385292,1.0,1.0,0.00030215413426049054
245,1.0,1.0,0.0007121064114295401,1.0,1.0,0.0009223680826835334
246,1.0,1.0,0.0007122127148809135,1.0,1.0,0.00033527924097143114
247,1.0,1.0,0.0007124603871488944,1.0,1.0,0.000622968771494925
248,1.0,1.0,0.000711009088916426,1.0,1.0,0.0006088903173804283
249,1.0,1.0,0.0007112245025472734,1.0,1.0,0.0005419747321866453
250,1.0,1.0,0.0007113339859215362,1.0,1.0,0.002124513266608119
251,1.0,1.0,0.0007112286161621914,1.0,1.0,0.00048349922872148454
252,1.0,1.0,0.0007114813666902793,1.0,1.0,0.0006277190987020731
253,1.0,1.0,0.0007125150421891373,1.0,1.0,0.0017115442315116525
254,1.0,1.0,0.0007115562309079557,1.0,1.0,0.0002864084963221103
255,1.0,1.0,0.0007141439734547192,1.0,1.0,0.0017178255366161466
256,1.0,1.0,0.0007116456241554021,1.0,1.0,0.0006747644511051476
257,1.0,1.0,0.0007123850884080241,1.0,1.0,0.0008823307580314577
258,1.0,1.0,0.0007114179937814002,1.0,1.0,0.0010273775551468134
259,1.0,1.0,0.000711315220735621,1.0,1.0,0.0007461131317541003
260,1.0,1.0,0.0007126582539555298,1.0,1.0,0.0006482254830189049
261,1.0,1.0,0.0007111612042126255,1.0,1.0,0.0003340098774060607
262,1.0,1.0,0.0007119251514442496,1.0,1.0,0.0017008960712701082
263,1.0,1.0,0.0007119560279037191,1.0,1.0,0.0003179745690431446
264,1.0,1.0,0.0007116734131700392,1.0,1.0,0.0007790643139742315
265,1.0,1.0,0.0007115551688030771,1.0,1.0,0.0003495374694466591
266,1.0,1.0,0.0007133592808671108,1.0,1.0,0.00045443521230481565
267,1.0,1.0,0.0007109162773212234,1.0,1.0,0.0005430993041954935
268,1.0,1.0,0.0007115887990073434,1.0,1.0,0.0007508772541768849
269,1.0,1.0,0.000711346085706128,1.0,1.0,0.0003114132268819958
270,1.0,1.0,0.0007110466289163306,1.0,1.0,0.0003358779358677566
271,1.0,1.0,0.0007116049428836045,1.0,1.0,0.0005529355257749557
272,1.0,1.0,0.0007122389105475205,1.0,1.0,0.0009343346464447677
273,1.0,1.0,0.0007110415051395896,1.0,1.0,0.0010418277233839035
274,1.0,1.0,0.0007114771507842972,1.0,1.0,0.0004827842640224844
275,1.0,1.0,0.0007118454153054579,1.0,1.0,0.0005472585908137262
276,1.0,1.0,0.0007126476009826844,1.0,1.0,0.00044146005529910326
277,1.0,1.0,0.0007115543351020084,1.0,1.0,0.0007709693745709956
278,1.0,1.0,0.0007114164919405288,1.0,1.0,0.0007930506835691631
279,1.0,1.0,0.0007111440697543226,1.0,1.0,0.0004226064193062484
280,1.0,1.0,0.0007131458067095145,1.0,1.0,0.0004016441525891423
281,1.0,1.0,0.0007120610667716984,1.0,1.0,0.0003038790891878307
282,1.0,1.0,0.0007114803174613606,1.0,1.0,0.0011808519484475255
283,1.0,1.0,0.0007116121893675222,1.0,1.0,0.0007218093960545957
284,1.0,1.0,0.0007113555917938738,1.0,1.0,0.0014956986997276545
285,1.0,1.0,0.0007129784348340168,1.0,1.0,0.00015363121929112822
286,1.0,1.0,0.0007116032094488288,1.0,1.0,0.00061970972456038
287,1.0,1.0,0.0007114170168034919,1.0,1.0,0.0008168266504071653
288,1.0,1.0,0.0007122810893951722,1.0,1.0,0.0004462075303308666
289,1.0,1.0,0.0007129540675768379,1.0,1.0,0.001896251575089991
290,1.0,1.0,0.0007116267313541603,1.0,1.0,0.00042472462519071996
291,1.0,1.0,0.0007111744636542521,1.0,1.0,0.0006737875519320369
292,1.0,1.0,0.0007115667692570177,1.0,1.0,0.001433191355317831
293,1.0,1.0,0.0007123538919797943,1.0,1.0,0.0003812963841482997
294,1.0,1.0,0.0007106835992935257,1.0,1.0,0.00042175650014542043
295,1.0,1.0,0.0007117613934831526,1.0,1.0,0.0009651165455579758
296,1.0,1.0,0.0007122095959512383,1.0,1.0,0.0009289422305300832
297,1.0,1.0,0.0007131661636830878,1.0,1.0,0.0008798569324426353
298,1.0,1.0,0.0007122693322683079,1.0,1.0,0.0008430031593888998
299,1.0,1.0,0.0007117451044576053,1.0,1.0,0.0010973889147862792
300,1.0,1.0,0.0007119522227570407,1.0,1.0,0.0006411669310182333
301,1.0,1.0,0.0007115163909194798,1.0,1.0,0.0006020558648742735
302,1.0,1.0,0.0007120566232709882,1.0,1.0,0.0008686602232046425
303,1.0,1.0,0.0007114329578313714,1.0,1.0,0.00030875010997988284
304,1.0,1.0,0.0007108730036702275,1.0,1.0,0.0005241147009655833
305,1.0,1.0,0.0007114273059437816,1.0,1.0,0.0005818115896545351
306,1.0,1.0,0.0007131613385962541,1.0,1.0,0.0004891956341452897
307,1.0,1.0,0.0007132200334284742,1.0,1.0,0.00023498870723415166
308,1.0,1.0,0.0007111204773664025,1.0,1.0,0.0009684678516350687
309,1.0,1.0,0.0007117471460254295,1.0,1.0,0.0010973828611895442
310,1.0,1.0,0.0007114026027095798,1.0,1.0,0.0005723578506149352
311,1.0,1.0,0.0007117557070477672,1.0,1.0,0.0018900762079283595
312,1.0,1.0,0.0007132917668114137,1.0,1.0,0.0005027870065532625
313,1.0,1.0,0.0007111829054410398,1.0,1.0,0.0003428919008001685
314,1.0,1.0,0.0007117419379192417,1.0,1.0,0.0006906858761794865
315,1.0,1.0,0.0007113974104498382,1.0,1.0,0.0015655944589525461
316,1.0,1.0,0.0007117044245843636,1.0,1.0,0.00044071077718399465
317,1.0,1.0,0.000711544979642189,1.0,1.0,0.001058095251210034
318,1.0,1.0,0.0007121163892004538,1.0,1.0,0.0012234403984621167
319,1.0,1.0,0.000711810546408417,1.0,1.0,0.0011181692825630307
320,1.0,1.0,0.0007119683840170035,1.0,1.0,0.001576620852574706
321,1.0,1.0,0.0007120536649902962,1.0,1.0,0.0008764813537709415
322,1.0,1.0,0.0007119923204958817,1.0,1.0,0.0004719133139587939
323,1.0,1.0,0.0007116369956094036,1.0,1.0,0.0008335812017321587
324,1.0,1.0,0.0007114531160135308,1.0,1.0,0.0005559443379752338
325,1.0,1.0,0.0007115805668421083,1.0,1.0,0.0006587661919184029
326,1.0,1.0,0.0007116227458169014,1.0,1.0,0.0005944681470282376
327,1.0,1.0,0.0007118870978276197,1.0,1.0,0.0003681712260004133
328,1.0,1.0,0.0007130575137902857,1.0,1.0,0.0004814180138055235
329,1.0,1.0,0.0007113436184456606,1.0,1.0,0.00032033523893915117
330,1.0,1.0,0.0007112832305749665,1.0,1.0,0.00036184597411192954
331,1.0,1.0,0.0007116975918302358,1.0,1.0,0.0011346061946824193
332,1.0,1.0,0.0007123034656174685,1.0,1.0,0.0008034483762457967
333,1.0,1.0,0.0007110114662416651,1.0,1.0,0.0006025643670000136
334,1.0,1.0,0.0007116977521787029,1.0,1.0,0.0003989003598690033
335,1.0,1.0,0.0007113302688723144,1.0,1.0,0.0002574140962678939
336,1.0,1.0,0.0007126497551747039,1.0,1.0,0.0008075064397417009
337,1.0,1.0,0.0007114998719181918,1.0,1.0,0.0011258609592914581
338,1.0,1.0,0.000712434819098647,1.0,1.0,0.0028715759981423616
339,1.0,1.0,0.0007119443306489126,1.0,1.0,0.0004080460057593882
340,1.0,1.0,0.0007122506784004987,1.0,1.0,0.000875660392921418
341,1.0,1.0,0.0007115440023522063,1.0,1.0,0.001113613718189299
342,1.0,1.0,0.0007111153325650914,1.0,1.0,0.0008099905680865049
343,1.0,1.0,0.0007129715765706937,1.0,1.0,0.0009714640327729285
344,1.0,1.0,0.0007128259474179515,1.0,1.0,0.0003291736065875739
345,1.0,1.0,0.0007113968572574516,1.0,1.0,0.0005614033434540033
346,1.0,1.0,0.0007117431113884597,1.0,1.0,0.00022682205599267036
347,1.0,1.0,0.0007114692175285772,1.0,1.0,0.0006812949432060122
348,1.0,1.0,0.0007109032156192043,1.0,1.0,0.0006773248896934092
349,1.0,1.0,0.0007110785542348529,1.0,1.0,0.00036053816438652575
350,1.0,1.0,0.0007123340634984941,1.0,1.0,0.0008547937613911927
351,1.0,1.0,0.0007115398999257346,1.0,1.0,0.0008163187885656953
352,1.0,1.0,0.0007114686546040917,1.0,1.0,0.00040217090281657875
353,1.0,1.0,0.0007118981463721465,1.0,1.0,0.0014261429896578193
354,1.0,1.0,0.0007119399490891982,1.0,1.0,0.0010720186401158571
355,1.0,1.0,0.0007118526243635603,1.0,1.0,0.00032728203223086894
356,1.0,1.0,0.0007109440491948834,1.0,1.0,0.0001305743062403053
357,1.0,1.0,0.0007132385396388433,1.0,1.0,0.0026990955229848623
358,1.0,1.0,0.0007103868752586299,1.0,1.0,0.0005348702543415129
359,1.0,1.0,0.0007126327251457528,1.0,1.0,0.0009087088983505964
360,1.0,1.0,0.0007123665668250996,1.0,1.0,0.0007280431455001235
361,1.0,1.0,0.0007124114317551878,1.0,1.0,0.00046922769979573786
362,1.0,1.0,0.0007131342090989187,1.0,1.0,0.001253162045031786
363,1.0,1.0,0.0007110319477907287,1.0,1.0,0.0007522962987422943
364,1.0,1.0,0.0007121415914994656,1.0,1.0,0.0005927847814746201
365,1.0,1.0,0.0007113329977551815,1.0,1.0,0.0004966873675584793
366,1.0,1.0,0.0007113186328881216,1.0,1.0,0.0010081689106300473
367,1.0,1.0,0.000712978440983039,1.0,1.0,0.00047727578203193843
368,1.0,1.0,0.000712144599087918,1.0,1.0,0.0010264251613989472
